well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted,log_od,phase
C9,0.089,GC071,1,glucose-acetate,2021-09-14,1,0.0,0.07899999999999999,∆dpp ∆flh,Double KO,0.010000000000000009,-4.605170185988091,exponential_glucose
C9,0.09,GC071,1,glucose-acetate,2021-09-14,1,0.12555555555555564,0.07914285714285714,∆dpp ∆flh,Double KO,0.010857142857142857,-4.522932087751119,exponential_glucose
C9,0.091,GC071,1,glucose-acetate,2021-09-14,1,0.2511111111111113,0.07904761904761905,∆dpp ∆flh,Double KO,0.01195238095238095,-4.426824777573776,exponential_glucose
C9,0.092,GC071,1,glucose-acetate,2021-09-14,1,0.3766666666666667,0.07919047619047619,∆dpp ∆flh,Double KO,0.012809523809523812,-4.35756633710372,exponential_glucose
C9,0.094,GC071,1,glucose-acetate,2021-09-14,1,0.5022222222222223,0.0790952380952381,∆dpp ∆flh,Double KO,0.014904761904761907,-4.2060745261654064,exponential_glucose
C9,0.095,GC071,1,glucose-acetate,2021-09-14,1,0.627777777777778,0.0788095238095238,∆dpp ∆flh,Double KO,0.0161904761904762,-4.123332099095353,exponential_glucose
C9,0.096,GC071,1,glucose-acetate,2021-09-14,1,0.7533333333333332,0.079,∆dpp ∆flh,Double KO,0.017,-4.074541934925921,exponential_glucose
C9,0.098,GC071,1,glucose-acetate,2021-09-14,1,0.8788888888888888,0.07895238095238094,∆dpp ∆flh,Double KO,0.019047619047619063,-3.9608131695975772,exponential_glucose
C9,0.1,GC071,1,glucose-acetate,2021-09-14,1,1.0044444444444445,0.07904761904761903,∆dpp ∆flh,Double KO,0.020952380952380972,-3.8655029897932525,exponential_glucose
C9,0.102,GC071,1,glucose-acetate,2021-09-14,1,1.1300000000000001,0.07904761904761905,∆dpp ∆flh,Double KO,0.022952380952380946,-3.77433360265496,exponential_glucose
C9,0.105,GC071,1,glucose-acetate,2021-09-14,1,1.2555555555555558,0.07909523809523808,∆dpp ∆flh,Double KO,0.025904761904761917,-3.653328469849617,exponential_glucose
C9,0.108,GC071,1,glucose-acetate,2021-09-14,1,1.3811111111111114,0.0790952380952381,∆dpp ∆flh,Double KO,0.028904761904761905,-3.543748925646062,exponential_glucose
C9,0.111,GC071,1,glucose-acetate,2021-09-14,1,1.5066666666666666,0.07904761904761905,∆dpp ∆flh,Double KO,0.031952380952380954,-3.4435085797338782,exponential_glucose
C9,0.114,GC071,1,glucose-acetate,2021-09-14,1,1.6322222222222222,0.07899999999999999,∆dpp ∆flh,Double KO,0.03500000000000002,-3.352407217492723,exponential_glucose
C9,0.118,GC071,1,glucose-acetate,2021-09-14,1,1.7577777777777779,0.07904761904761905,∆dpp ∆flh,Double KO,0.03895238095238095,-3.245415380102813,exponential_glucose
C9,0.123,GC071,1,glucose-acetate,2021-09-14,1,1.8833333333333335,0.07909523809523808,∆dpp ∆flh,Double KO,0.04390476190476192,-3.125732493148966,exponential_glucose
C9,0.128,GC071,1,glucose-acetate,2021-09-14,1,2.0088888888888894,0.07909523809523808,∆dpp ∆flh,Double KO,0.04890476190476192,-3.0178805067770016,exponential_glucose
C9,0.133,GC071,1,glucose-acetate,2021-09-14,1,2.134444444444444,0.07899999999999999,∆dpp ∆flh,Double KO,0.05400000000000002,-2.9187712324178623,exponential_glucose
C9,0.138,GC071,1,glucose-acetate,2021-09-14,1,2.26,0.07909523809523808,∆dpp ∆flh,Double KO,0.05890476190476193,-2.831833344313072,exponential_glucose
C9,0.14,GC071,1,glucose-acetate,2021-09-14,1,2.3855555555555554,0.07899999999999999,∆dpp ∆flh,Double KO,0.061000000000000026,-2.7968814148088255,exponential_glucose
C9,0.141,GC071,1,glucose-acetate,2021-09-14,1,2.511111111111111,0.07904761904761903,∆dpp ∆flh,Double KO,0.06195238095238095,-2.781389238193055,shift
